NAME,BUY_PRICE,BUY_PRICE_INCLUDE_TAX,INITIAL_STOCK,REMAINING_QUANTITY,SERIAL_NO,EXPIRY_DATE
HEMOSAN CAPS COSMOS,Ksh100.00,Yes,2539,,,
HEMOTON S 250mls,Ksh4.00,Yes,254,,,
HEMSAMIC 250mg,Ksh157.00,Yes,2540,,,
HEMSAMIC 500mg caps,Ksh20.00,Yes,2541,,,
HEMSAMIC INJ 500MG,Ksh37.00,Yes,2542,,,
HEPARIN inj GEN,Ksh175.00,Yes,2543,,,
HEPATITIS B VACCINE,Ksh380.00,Yes,2545,,,
HEPATITIS B VACCINE 10mcg/0.5ml REVAC,Ksh200.00,Yes,2547,,,
HERBIGOR HTC 100mls,"Ksh2,300.00",Yes,2548,,,
HEXUMB 7.1%,Ksh200.00,Yes,2549,,,
HIFER tabs*,Ksh75.00,Yes,2550,,,
HIGHTHIOL PROM 100mls,Ksh10.00,Yes,2551,,,
HILDERM CH 30 grams,Ksh90.00,Yes,2552,,,
HISTACLOR*,Ksh125.00,Yes,2553,,,
HITORAL CREAM 20mg,Ksh2.00,Yes,2556,,,
HITORAL SHAMPOO 100mls,Ksh142.00,Yes,2557,,,
HOMACURE CAPS,Ksh140.00,Yes,2558,,,
HOMAGON CAPS,Ksh6.00,Yes,2559,,,
HORIZON WATER 1L,Ksh5.00,Yes,256,,,
HORIZON WATER 500MLS,Ksh25.00,Yes,2560,,,
HOVITE 100mls multivitamin,Ksh13.00,Yes,2561,,,
HOVITE Z drops 15mls,Ksh230.00,Yes,2563,,,
H-PYLORI HELICOBAN KIT,Ksh220.00,Yes,2564,,,
HYCIN DAWA 60MLS,Ksh660.00,Yes,2565,,,
HYDRALAZINE 25MG COSMOS,Ksh70.00,Yes,2566,,,
HYDROCORT CREAM,Ksh4.00,Yes,2567,,,
HYDROCORTISONE EYE pharmasone,Ksh27.00,Yes,2568,,,
HYDROCORTISONE HYCORUM 15mg,Ksh70.00,Yes,2569,,,
HYDROCORTISONE INJ 100MG,Ksh30.00,Yes,257,,,
HYDROGEN PEROXIDE 200MLS,Ksh35.00,Yes,2570,,,
HYOMIDE SYRUP 60MLS hyoscin,Ksh30.00,Yes,2571,,,
HYOSCINE 10mg cosmos,Ksh60.00,Yes,2573,,,
HYOSCINE NOSPASUM,Ksh4.00,Yes,2575,,,
HYOSCINE TABS 100'S DUXCOSPAN,Ksh6.20,Yes,2576,,,
HYPONIDD TABS,Ksh7.00,Yes,2578,,,
IBEX,Ksh26.00,Yes,2579,,,
IBUCAP caps,Ksh7.00,Yes,258,,,
IBUCAP Forte caps,Ksh5.00,Yes,2582,,,
IBUGESIC SUSP 60mls,Ksh10.00,Yes,2583,,,
IBUMEX gel 25grams,Ksh75.00,Yes,2584,,,
IBUPAR 60mls,Ksh55.00,Yes,2586,,,
IBUPROFEN 100mg/5mls,Ksh50.00,Yes,2587,,,
IDANIL tabs,Ksh20.00,Yes,2588,,,
IFAS 200/0.40 mg,Ksh26.00,Yes,2589,,,
IMACOFF -EXPECTORANT 100MLS ,Ksh7.00,Yes,259,,,
IMACOFF-DRY 100MLS ,Ksh90.00,Yes,2590,,,
IMACOFF-PEADTRICS 100MLS ,Ksh90.00,Yes,2591,,,
IMIDIL CLOTRIMAZOLE PESS 6'S,Ksh90.00,Yes,2592,,,
IMIPRAMINE 25MG,Ksh23.00,Yes,2595,,,
IMIPRAMINE ALMUS 25MG,Ksh68.00,Yes,2596,,,
IMMUNACE TABS,Ksh8.00,Yes,2597,,,
IMODIUM TABS 6's,Ksh37.00,Yes,2598,,,
IMPLANON PLUS INSERTION,Ksh220.00,Yes,2599,,,
IMPLANON REMOVAL,Ksh100.00,Yes,26,,,
INCISION N DRAINAGE,Ksh100.00,Yes,260,,,
INDOMETHACIN 25mg b/p,Ksh50.00,Yes,2600,,,
INFA V PESS 8's,Ksh1.00,Yes,2602,,,
INFACOL 50 mls,Ksh340.00,Yes,2603,,,
INFINIX S4,Ksh650.00,Yes,2605,,,
INJECTION PROCEJURE,"Ksh12,500.00",Yes,2606,,,
INOSITA plus 50/500mg,Ksh20.00,Yes,2607,,,
INSECTICIDE MENDE,Ksh30.00,Yes,2608,,,
INSTANERVE Softgels,Ksh80.00,Yes,2609,,,
INSULIN SYR MICROFINE 0.5ML,Ksh25.00,Yes,261,,,
INSULIN SYR MICRO-FINE PLUS 1ML,Ksh14.00,Yes,2610,,,
INSULIN SYRINGES KINGS,Ksh13.00,Yes,2611,,,
INTAMINE CREAM 25G,Ksh13.00,Yes,2612,,,
INTAPLEX,Ksh70.00,Yes,2613,,,
IRINE BAG,Ksh1.00,Yes,2614,,,
IROVEL 150MG,Ksh30.00,Yes,2615,,,
IROVEL 300MG,Ksh40.00,Yes,2616,,,
IROVEL H tabs,Ksh79.00,Yes,2617,,,
ISOCET P 100mls,Ksh57.00,Yes,2620,,,
ISPERGUL satchets,Ksh100.00,Yes,2621,,,
ITACARE 100MG,Ksh14.00,Yes,2623,,,
ITACARE*FLUCONAZOLE,Ksh80.00,Yes,2624,,,
ITOPRIDE HYDROCHLORIDE SR GIT 150,Ksh20.00,Yes,2625,,,
ITORCIP 50,Ksh73.00,Yes,2628,,,
ITRACONAZOLE SPORONAX,Ksh10.00,Yes,2629,,,
ITRAMET 100MG,Ksh30.00,Yes,263,,,
IVERMECTIN 3mg,Ksh60.00,Yes,2630,,,
IVERMECTIN disp 12mg,Ksh50.00,Yes,2631,,,
IVERMECTOL 12MG,Ksh70.00,Yes,2632,,,
IVERMECTOL 6MG,Ksh350.00,Yes,2633,,,
IVYCHROM 10mls,Ksh340.00,Yes,2635,,,
IVYDEXNICOL EYE/EAR 5mls,Ksh200.00,Yes,2636,,,
IVYGENTACIN EAR 10mls,Ksh150.00,Yes,264,,,
IVYPHENICOL 10MLS,Ksh20.00,Yes,2640,,,
IVYSOLONE DROPS 5ML,Ksh20.00,Yes,2641,,,
IVYTIMOL EYE DROP -TIMOLOLO 0.55%,Ksh75.00,Yes,2642,,,
JOINTACE Omega3 CAPS,Ksh280.00,Yes,2643,,,
JOINTCARE,Ksh45.00,Yes,2644,,,
JOINTFIX CAPS 2's,Ksh10.00,Yes,2646,,,
JOINTFLEX PRO JOINT CAPS,Ksh62.00,Yes,2647,,,
JULEE FP,Ksh28.00,Yes,2648,,,
JULIE MUSA,Ksh26.00,Yes,2649,,,
JULIE WANZA BALANCE C/F,Ksh50.00,Yes,265,,,
JUNIOR ASPIRIN 75MG LOOSE,"Ksh4,000.00",Yes,2650,,,
KALUMA 9MLS,Ksh0.40,Yes,2651,,,
KALUMA Lozenge pair,Ksh28.00,Yes,2652,,,
KALUMA STRONG TABS,Ksh9.00,Yes,2653,,,
KAMAGRA 100mg,Ksh5.00,Yes,2654,,,
KAMAGRA 50MG,Ksh70.00,Yes,2655,,,
KAMAGRA Oral Gel 100mg,Ksh50.00,Yes,2656,,,
KAMOX CLAV 375mg,Ksh85.00,Yes,2658,,,
KARVOL INH CAPS,Ksh14.00,Yes,2659,,,
KEFROX 125MG 50MLS,Ksh30.00,Yes,266,,,
KEFROX CEFUROXIME 50MLS,Ksh430.00,Yes,2660,,,
KELVIN P 100mls,Ksh430.00,Yes,2661,,,
KEMOXYL 60mls,Ksh150.00,Yes,2662,,,
KENACOF SYR 100MLS,Ksh33.00,Yes,2663,,,
KENACORT inj 40MG/ML,Ksh37.00,Yes,2664,,,
KENALOG IN ORAL BASE 5mg,Ksh55.00,Yes,2665,,,
KEPPRA 250MG,Ksh200.00,Yes,2666,,,
KETESSE inj 50mg/2mls,Ksh49.00,Yes,2667,,,
KETOCONAZOLE cream 15 grams,Ksh125.00,Yes,2668,,,
KETOCONAZOLE TABS 200MG,Ksh40.00,Yes,267,,,
KETOLAC EYE DROPS 5ML,Ksh4.00,Yes,2670,,,
KETOPLUS SHAMPOO 120mls,Ksh210.00,Yes,2671,,,
KETOPROFEN,"Ksh1,010.00",Yes,2672,,,
KETOZIRAL 200MG,Ksh275.00,Yes,2673,,,
KITPYLO C kit 7's,Ksh3.00,Yes,2675,,,
KLARID XL 500,Ksh600.00,Yes,2676,,,
KLENZIT 0.1% Gel 15 grams,Ksh15.00,Yes,2677,,,
KLENZIT C GEL 15GM,Ksh565.00,Yes,2678,,,
KLOXY-F 500MG,Ksh400.00,Yes,2679,,,
KLY JELLY 42Grams,Ksh8.00,Yes,268,,,
KN95 MASKS,Ksh180.00,Yes,2681,,,
KNAC-50,Ksh55.00,Yes,2683,,,
KNAC-75,Ksh7.00,Yes,2684,,,
KOFED -COMPUND LICTUS 100MLS ,Ksh12.00,Yes,2685,,,
KOFED -MULTIACTION 100MLS ,Ksh100.00,Yes,2688,,,
KOFED -PEADS (EXPECTORANT ) 100MLS ,Ksh100.00,Yes,2689,,,
KOFED-DRY(DMH) 100MLS ,Ksh100.00,Yes,269,,,
KOFED-EXPECTORANT 100MLS ,Ksh100.00,Yes,2690,,,
KOFKICH lozenges Pair,Ksh100.00,Yes,2692,,,
KOMFORT XTRA eye drops 10mls,Ksh26.00,Yes,2693,,,
KONAZOL CREAM 15GMS,Ksh320.00,Yes,2696,,,
KOOSIL PAEDS 100mls,Ksh80.00,Yes,2697,,,
KOP 2.5% GEL 30 grams,Ksh70.00,Yes,2698,,,
LA WASH,Ksh100.00,Yes,27,,,
LAB ANC PROFILE,Ksh365.00,Yes,270,,,
LAB BLOOD GROUP/RF,Ksh150.00,Yes,2701,,,
LAB BLOOD SUGAR,Ksh50.00,Yes,2702,,,
LAB BRUCELLA TEST,Ksh30.00,Yes,2703,,,
LAB H PYLORI SERUM,Ksh30.00,Yes,2704,,,
LAB H PYLORI STOOL,Ksh100.00,Yes,2706,,,
LAB HEPATITIS B TEST,Ksh140.00,Yes,2707,,,
LAB HIV TEST,Ksh150.00,Yes,2708,,,
LAB HVS,Ksh60.00,Yes,2709,,,
LAB LANCETS 100's,Ksh70.00,Yes,271,,,
LAB MALARIA RDT,Ksh100.00,Yes,2711,,,
LAB PREGNANCY TEST,Ksh30.00,Yes,2712,,,
LAB RHEUMATOID FACTOR,Ksh10.00,Yes,2713,,,
LAB SAL AG SERUM,Ksh30.00,Yes,2714,,,
LAB SAL AG STOOL,Ksh90.00,Yes,2716,,,
LAB SERVICES,Ksh160.00,Yes,2717,,,
LAB STOOL O/C,Ksh100.00,Yes,2719,,,
LAB URINALYSIS,Ksh30.00,Yes,272,,,
LAB VDRL,Ksh25.00,Yes,2720,,,
LAB WIDAL TEST,Ksh80.00,Yes,2722,,,
LABMOX AMOXIL 100MLS,Ksh30.00,Yes,2723,,,
LABZOLE(MTZ SUSP 100ML),Ksh40.00,Yes,2724,,,
LACTITOSS  100mls,Ksh26.00,Yes,2725,,,
LACTONE 25MG,Ksh160.00,Yes,2726,,,
LACTULAC 200mls,Ksh4.00,Yes,2728,,,
LACTULIN 100mls,Ksh250.00,Yes,2729,,,
LACTULOSE EVAC 100mls,Ksh160.00,Yes,273,,,
LACX 100MLS,Ksh160.00,Yes,2730,,,
LALEX GLOVES Clean/ PAIR,Ksh170.00,Yes,2731,,,
LAMICTAL 100MG,Ksh5.00,Yes,2732,,,
LAMISIL* CREAM,Ksh65.00,Yes,2734,,,
LAMISIL* TERBINAFIL30G,Ksh100.00,Yes,2735,,,
LAMITOR 25mg,Ksh100.00,Yes,2736,,,
LAMITOR* 100,Ksh27.00,Yes,2738,,,
LAN 30 lansoprazole,Ksh10.00,Yes,2739,,,
LANCID 30,Ksh13.00,Yes,274,,,
LANDRONATE,Ksh10.00,Yes,2740,,,
LANIRAT,Ksh40.00,Yes,2744,,,
LANOLIN CREAM,Ksh35.00,Yes,2745,,,
LANZOL DT junior,Ksh97.00,Yes,2746,,,
LASIX 40mg,Ksh54.00,Yes,2747,,,
LATEX GLOVES 100'S,Ksh20.00,Yes,2748,,,
LATEX GLOVES PAIR,Ksh500.00,Yes,2749,,,
LAVA KUNGUNI 100mls,Ksh8.00,Yes,275,,,
LAXODYL 5mg bisacodyl,Ksh250.00,Yes,2750,,,
LECET M,Ksh2.00,Yes,2752,,,
LECET SYRUP 50MLS,Ksh32.00,Yes,2753,,,
LECOCETRIZINE SYRUP 60ML,Ksh180.00,Yes,2755,,,
LECOTRIM 100mls SEPTRINE,Ksh115.00,Yes,2756,,,
LECOTRIM 480mg cotrimoxazole,Ksh31.00,Yes,2757,,,
LECOTRIM SEPTRIN 50MLS,Ksh1.00,Yes,2758,,,
LEFOAM Simethicon 15mls,Ksh22.00,Yes,2759,,,
LEFRA 20,Ksh80.00,Yes,2760,,,
LETRAX 3'S LEVAMISOLE,Ksh10.00,Yes,2764,,,
LETROL LETROZOLE 2.5mg,Ksh5.00,Yes,2765,,,
LEVOBACT 500mg 10's,Ksh175.00,Yes,277,,,
LEVOBACT 750mg 5's,Ksh230.00,Yes,2770,,,
LEVOCETRIZINE 5mg,Ksh375.00,Yes,2771,,,
LEVOFLOXACIN 500mg 10's,Ksh5.00,Yes,2772,,,
LEVOFLOXACIN 750mg 5's,Ksh60.00,Yes,2775,,,
LEVOLUKAST KID,Ksh110.00,Yes,2776,,,
LEVOLUKAST KID 10/5MG,Ksh45.00,Yes,2777,,,
LEVOLUKAST5/10MG,Ksh20.00,Yes,2778,,,
LEVOSTAR 1,Ksh50.00,Yes,2780,,,
LEVOSTAR 100mls,Ksh10.00,Yes,2781,,,
LEVOTHYROXINE TELITHRO 100,Ksh180.00,Yes,2782,,,
LEXOTANIL 1.5mg,Ksh4.00,Yes,2783,,,
LEXOTANIL 3mg,Ksh17.00,Yes,2784,,,
LICEOMA LOTION,Ksh24.00,Yes,2785,,,
LIDOCAIN PER ML,Ksh30.00,Yes,2786,,,
LIDOCAINE INJ 30ML,Ksh2.00,Yes,2787,,,
LIGABA 150mg,Ksh30.00,Yes,2788,,,
LIGABA 75mg,Ksh75.00,Yes,2789,,,
LINCOMYCIN 500MG flamingo,Ksh23.00,Yes,279,,,
LIOTON 1000 GEL 30GRAMS,Ksh12.00,Yes,2790,,,
LIPECOS 5MG,Ksh300.00,Yes,2791,,,
LIPECOS* 10MG,Ksh5.00,Yes,2792,,,
LIPIDEAL 20MG,Ksh10.00,Yes,2793,,,
LIPITOR 80mg,Ksh3.00,Yes,2794,,,
LIPSORE 5%[ACICLOVIR CREAM],Ksh95.00,Yes,2795,,,
LIQUID PARAFFIN 50MLS,Ksh30.00,Yes,2798,,,
LIQUID PARRAFIN 100MLS,Ksh28.00,Yes,28,,,
LISCORIL 100Mls,Ksh32.00,Yes,280,,,
LISTERINE MOUTHWASH-COOL MINT 250ML,Ksh50.00,Yes,2800,,,
LIV 52 TABS,Ksh537.00,Yes,2801,,,
LIVOLIN FORTE CAPS,Ksh7.00,Yes,2802,,,
LMONTUS 10/5MG MONT/LEVO,Ksh31.00,Yes,2803,,,
LMONTUS kid,Ksh43.00,Yes,2805,,,
LMONTY KID,Ksh30.00,Yes,2806,,,
LOAGLOB 10mg,Ksh23.00,Yes,2807,,,
LOBAK tabs,Ksh4.00,Yes,2808,,,
LOC TEARS,Ksh5.00,Yes,2809,,,
LOCAM MR,Ksh400.00,Yes,281,,,
LOCKIT 10MG,Ksh25.00,Yes,2810,,,
LOFNAC P,Ksh5.00,Yes,2811,,,
LOFNAC Roll on 30MLS,Ksh5.00,Yes,2812,,,
LOMEFLOXACIN 0.3%,Ksh180.00,Yes,2814,,,
LONART DISP 6'S CHILD,Ksh200.00,Yes,2815,,,
LONART DS 6's,Ksh50.00,Yes,2817,,,
LONET 50,Ksh130.00,Yes,2818,,,
LONOFLAM MR,Ksh2.00,Yes,2819,,,
LOOBID TABS,Ksh15.00,Yes,282,,,
LOPERAMIDE 2MG 6's,Ksh25.00,Yes,2820,,,
LORABIL PLUS 170mg,Ksh10.00,Yes,2821,,,
LORATIDINE 10mg,Ksh50.00,Yes,2822,,,
LORATIN fast 10mg tabs,Ksh5.50,Yes,2824,,,
LORHISTINA 60MLS,Ksh5.00,Yes,2825,,,
LORNAXICAM+PCM NORXICAM PLUS,Ksh140.00,Yes,2826,,,
LORNOXICAM 8MG NOXICAM,Ksh20.00,Yes,2827,,,
LORNOXICAM PLUS LOXIUM PLUS,Ksh17.00,Yes,2828,,,
LORVAS SR 1.5MG,Ksh38.00,Yes,2829,,,
LORVIC 10mg LORATIDINE,Ksh19.00,Yes,283,,,
LORVIC LORATIDINE 60MLS,Ksh2.00,Yes,2831,,,
LOSARTAN PRESARTAN 50,Ksh64.00,Yes,2832,,,
LOSARTAN REPACE 50,Ksh13.00,Yes,2833,,,
LOSARTAS-HT Intas,Ksh33.00,Yes,2835,,,
LOSEFAN VITD3 20ML,Ksh30.00,Yes,2836,,,
LOTEM SUSP 100mls,"Ksh1,000.00",Yes,2837,,,
LOXIAM MR,Ksh350.00,Yes,2838,,,
LOXIUM PLUS,Ksh72.00,Yes,2839,,,
LOZART 50,Ksh70.00,Yes,284,,,
LOZART H,Ksh10.00,Yes,2840,,,
LUBTEAR eye drops,Ksh24.00,Yes,2841,,,
LUGOS IODINE 5% 100mls,Ksh180.00,Yes,2842,,,
LUMIGAN 0.03% 3mls,Ksh115.00,Yes,2844,,,
LUNAHIST 100mls,"Ksh1,900.00",Yes,2845,,,
LUNAHIST 60 mls,Ksh50.00,Yes,2846,,,
LUXAT 10mg  MONTELUKAST,Ksh38.00,Yes,2847,,,
LYCLEAR PERMETHRINE 5%,Ksh15.00,Yes,2848,,,
LYCOGOLD CAPS,Ksh30.00,Yes,2849,,,
LYDIA 21's,Ksh33.00,Yes,2850,,,
LYRICA caps 75mg,Ksh80.00,Yes,2851,,,
LYSER D TABS,Ksh90.00,Yes,2852,,,
LYSO OIL 60ML,Ksh7.00,Yes,2853,,,
LYSODOL 100 tabs,Ksh135.00,Yes,2854,,,
LYSODOL 200MG SR,Ksh10.00,Yes,2855,,,
LYSODOL MR,Ksh4.00,Yes,2856,,,
LYSODOL P,Ksh17.00,Yes,2857,,,
LYSODOL-P,Ksh18.00,Yes,2858,,,
LYSOFLAM TABS,Ksh18.00,Yes,2860,,,
M2 TONE tabs charak,Ksh21.00,Yes,2861,,,
MAALOX LEMON STICK SUSP,Ksh30.00,Yes,2862,,,
MAALOX PLUS  250mls,Ksh21.00,Yes,2863,,,
MAFAMOZ TABS,Ksh605.00,Yes,2864,,,
MAGANTA 200mls,Ksh5.00,Yes,2868,,,
MALAFIN PAIR,Ksh200.00,Yes,2869,,,
MAMA EPHY BALANCE C/F,Ksh25.00,Yes,2871,,,
MANIX TABS,"Ksh1,000.00",Yes,2872,,,
MARAMOJA PAIR,Ksh36.00,Yes,2874,,,
MASK 50's Surgical,Ksh7.00,Yes,2875,,,
MASK KIDI 50's,Ksh200.00,Yes,2876,,,
MASK locals 50's,Ksh250.00,Yes,2877,,,
MASK surgical singles,Ksh200.00,Yes,2878,,,
MASKS BLACK KN94,Ksh6.00,Yes,2879,,,
MASTIC 10 MONTELUKAST,Ksh25.00,Yes,288,,,
MAXCEF 1G Cefotaxime,Ksh21.00,Yes,2881,,,
MAXGALIN 150 MG[PREGABALIN],Ksh100.00,Yes,2882,,,
MAXIDEX 0.1% drops,Ksh20.00,Yes,2883,,,
MAXIDEX OINT 3.5GM,Ksh220.00,Yes,2884,,,
MAXIPLEX TABS,Ksh280.00,Yes,2885,,,
MAXITROL DROPS 5MLS,Ksh18.00,Yes,2886,,,
MAXITROL OINT 3.5 grams,Ksh192.00,Yes,2887,,,
MEBENDAZOLE 30mls GORMOX,Ksh290.00,Yes,2888,,,
MEBO SCAR ointment 30gms*,Ksh22.00,Yes,2889,,,
MEDICAL EXAMINATION,Ksh200.00,Yes,289,,,
MEDICEFF 125mg/5mls,Ksh100.00,Yes,2890,,,
MEDIJEL GEL 15GM,Ksh65.00,Yes,2891,,,
MEDI-KEEL A BLACKCURRANT ,Ksh410.00,Yes,2892,,,
MEDIKEEL LOZENGES/tab,Ksh15.00,Yes,2893,,,
MEDIPHENICOL*10MLS,Ksh28.00,Yes,2894,,,
MEDIPROFEN IBUPROFEN 60MLS,Ksh10.00,Yes,2895,,,
MEDISALANT 100Mcg,Ksh10.00,Yes,2896,,,
MEDIVEN CREAM 15G,Ksh50.00,Yes,2897,,,
MEDIVEN S OINT 15G,Ksh50.00,Yes,2898,,,
MEDOMAX 125 DT,Ksh115.00,Yes,2899,,,
MEDOPRESS/HYDOPA 250mg,Ksh2.00,Yes,29,,,
MEFDOL TABS,Ksh6.00,Yes,290,,,
MEFENAMIC 250mg,Ksh10.00,Yes,2900,,,
MEFENAMIC 500mg,Ksh1.00,Yes,2901,,,
MEFLOQUINE LARIAM 250MG,Ksh3.00,Yes,2902,,,
MELANOV MR 60,Ksh1.00,Yes,2904,,,
MELCAM 15MG,Ksh26.00,Yes,2905,,,
MELCAM 7.5MG,Ksh5.00,Yes,2907,,,
MELOXICAM MOFIC 15MG,Ksh3.00,Yes,2908,,,
MELOXICAM MUVERA 15MG,Ksh9.00,Yes,2909,,,
MEMOSAN,Ksh30.00,Yes,291,,,
MENSHEALTH MVIT,Ksh4.00,Yes,2910,,,
MENTHODEX 100mls,Ksh5.00,Yes,2911,,,
MENTHOL lonzenges pair,Ksh230.00,Yes,2912,,,
MENTHOLPLUS  9mls,Ksh7.60,Yes,2913,,,
MEPYRAMINE ANTIHIST CREAM,Ksh32.00,Yes,2914,,,
METAKELFIN 500 MG,Ksh29.00,Yes,2915,,,
METCLOPRAMIDE TABS (MELASIL),Ksh44.00,Yes,2916,,,
METCOS 10MG,Ksh0.70,Yes,2917,,,
METFORMIN DIAPHAGE 850MG ,Ksh1.00,Yes,2919,,,
METFORMIN NORVATIS* 1G,Ksh5.00,Yes,292,,,
METFORMIN* DENK 500mg,Ksh10.00,Yes,2920,,,
METHOTREXATE 2.5MG emthex,Ksh5.00,Yes,2921,,,
METHYLATED SPIRIT 100MLS CARE,Ksh14.00,Yes,2925,,,
METHYLATED SPIRIT 500MLS,Ksh31.00,Yes,2927,,,
METHYLATED SPIRIT 50MLS,Ksh65.00,Yes,2928,,,
METHYLDOPA 250MG MACL,Ksh23.00,Yes,2929,,,
METHYLDOPA MACLEODS 250MG ,Ksh5.40,Yes,293,,,
METOCLOPRAMIDE 10mg,Ksh3.00,Yes,2930,,,
METOCLOPRAMIDE EMETON 60MLS ,Ksh1.00,Yes,2931,,,
METOCLOPROMIDE INJ 10mg,Ksh50.00,Yes,2932,,,
METOZ 2.5MG,Ksh10.00,Yes,2933,,,
METOZ 5mg,Ksh22.00,Yes,2934,,,
METRO D 100mls,Ksh37.00,Yes,2935,,,
METRONIDAZOLE 100mls,Ksh120.00,Yes,2936,,,
METRONIDAZOLE 200MG b/p,Ksh30.00,Yes,2937,,,
METRONIDAZOLE 200mg loose,Ksh0.70,Yes,2939,,,
METRONIDAZOLE 400mg B/P,Ksh1.00,Yes,294,,,
METRONIDAZOLE 400MG loose,Ksh1.50,Yes,2940,,,
METRONIDAZOLE 60mls,Ksh1.00,Yes,2941,,,
METRONIDAZOLE INF 100mls,Ksh23.00,Yes,2943,,,
MEXIC 15MG,Ksh25.00,Yes,2944,,,
MEXIC 7.5MG,Ksh10.00,Yes,2949,,,
MGR-10,Ksh5.50,Yes,295,,,
MICONA Oral gel 40g,Ksh30.00,Yes,2950,,,
MICONAZ 2% ORAL GEL,Ksh310.00,Yes,2951,,,
MICONAZ CREAM 20GMS,Ksh105.00,Yes,2952,,,
MICONAZOLE 2% 30GRAMS,Ksh80.00,Yes,2953,,,
MICROENEMA 10MLS,Ksh200.00,Yes,2954,,,
MICROENEMA 20MLS,Ksh80.00,Yes,2955,,,
MICROGYNON FE ,Ksh112.00,Yes,2956,,,
MICROGYNON GREEN*21'S,Ksh77.00,Yes,2958,,,
MICROGYNON PLAIN ORIGINAL,Ksh10.00,Yes,296,,,
MICROLUT FP,Ksh240.00,Yes,2960,,,
MICROMENA 10MLS,Ksh30.00,Yes,2961,,,
MICRONEMA 20ML,Ksh70.00,Yes,2962,,,
MIFEPRISTONE,Ksh110.00,Yes,2963,,,
MINOCYCLINE 100 MG,Ksh400.00,Yes,2964,,,
MIRTAZ 30mg,Ksh67.00,Yes,2965,,,
MIXAVIT drops 15MLS,Ksh88.00,Yes,2966,,,
MIXTARD INSULIN 30,Ksh630.00,Yes,2968,,,
MIXTARD* INSULIN,Ksh300.00,Yes,2969,,,
MOBIC 15MG,Ksh300.00,Yes,297,,,
MOBIC 7.5MG,Ksh62.00,Yes,2970,,,
MODURETIC 5MG & 50MG ,Ksh45.00,Yes,2971,,,
MOFIC 15MG,Ksh23.00,Yes,2972,,,
MOFIC 7.5MG,Ksh10.00,Yes,2973,,,
MOMATE CREAM 15grams,Ksh5.10,Yes,2974,,,
MOMATE F CREAM 10G,Ksh470.00,Yes,2975,,,
MOMATE OINT 15grams,Ksh478.00,Yes,2976,,,
MOMENTO 5mg,Ksh510.00,Yes,2977,,,
MOMETASONE(MOTESONE CREAM),Ksh14.00,Yes,2979,,,
MOMVIT TABS,Ksh165.00,Yes,298,,,
MONTA Plus,Ksh37.00,Yes,2980,,,
MONTALLERG 10/5MG,Ksh25.00,Yes,2983,,,
MONTALLERG Kid 4/2.5mg,Ksh40.00,Yes,2984,,,
MONTANA 10MG,Ksh10.00,Yes,2985,,,
MONTEBASTO tabs,Ksh42.00,Yes,2986,,,
MONTEL 5/10mg,Ksh57.00,Yes,2987,,,
MONTEL DT tabs,Ksh40.00,Yes,2988,,,
MONTELUKAST ODIMONT 10MG,Ksh30.00,Yes,2989,,,
MONTENE 10MG Square*,Ksh29.00,Yes,299,,,
MONTIGET TABS 10MG,Ksh20.00,Yes,2990,,,
MONTIGET TABS 5mg,Ksh56.00,Yes,2992,,,
MONTINORM 30mls,Ksh30.00,Yes,2993,,,
MOSAPRIDE 5mg MOZA,Ksh70.00,Yes,2994,,,
MOSQUITO REPELANT,Ksh38.00,Yes,2995,,,
MOSQUITO REPELLENT BALLET,Ksh10.00,Yes,2997,,,
MOTIL TABS GENERIC,Ksh50.00,Yes,2998,,,
MOTILIUM 10MG,Ksh3.00,Yes,2999,,,
MOTILIUM SUSP 100MLS,Ksh28.00,Yes,3,,,
MOTINORM 30mls,Ksh401.00,Yes,30,,,
MOUSE AND RAT GLUEBOARD,Ksh70.00,Yes,300,,,
MOVICAL SATCHETS,Ksh80.00,Yes,3000,,,
MOXA FORTE caps 500mg,Ksh20.00,Yes,3001,,,
MOXACIL 125MG/5ML 60ML,Ksh17.00,Yes,3002,,,
MOXACIL 60MLS,Ksh25.00,Yes,3003,,,
MOXACLAV 457mg/5mls Forte,Ksh25.00,Yes,3004,,,
MOXACLAV 625MG,Ksh200.00,Yes,3005,,,
MOXAFORTE 500MG FLUCLOX/AMOXI,Ksh25.00,Yes,3007,,,
MOXIFLOXACIN 0.5% Ivent 5mls,Ksh18.00,Yes,3008,,,
MOXIKIND CV 375,Ksh500.00,Yes,301,,,
MUCOGEL Susp 200mls,Ksh14.00,Yes,3010,,,
MUCOSOLVAN TABS 30mg,Ksh300.00,Yes,3011,,,
MUCOSOLVIN EXP 100mls,Ksh23.00,Yes,3012,,,
MUCOSPEL 100mls,Ksh450.00,Yes,3013,,,
MUCOTHIOL 5% CARBOSISTEIN,Ksh100.00,Yes,3014,,,
MUCOTHIOL-PEADS 125MLS,Ksh70.00,Yes,3015,,,
MULTIVITAMIA 100mls Njimia,Ksh100.00,Yes,3016,,,
MULTIVITAMIN TAB,Ksh27.00,Yes,3017,,,
MUPIBAN 2% 15grams,Ksh1.00,Yes,3018,,,
MUPIROCIN ZUPRICIN 15G,Ksh280.00,Yes,302,,,
MUVERA 15MG,Ksh345.00,Yes,3020,,,
MUVERA 7.5MG,Ksh25.00,Yes,3021,,,
MYCOTA CREAM 25G,Ksh16.00,Yes,3022,,,
