No.,Item Code,Item Description,Item Category,Brand,U.O.M,Buying Price,Selling Price,Expense Account,Income Account
657,PHA348,HEPATITIS B VACCINE ADULTS 0,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
658,PHA639,HEPATITIS C,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
659,PHA595,HUMALYTE PLUS 3 REAGENT PACK,LAB ITEMS,,TUBES,0,37515,ACCOMODATION,PHARMACY
660,PHA591,HUMASIS URISTRIPS,LAB ITEMS,,PAIRS,0,200,ACCOMODATION,PHARMACY
661,PHA587,HYDRALAZINE INJECTION 20MG /AMP (CASH ONLY),PHARMACY,,TABS,600,800,INVENTORY - PHARMACY,PHARMACY
662,PHA391,HYDRALAZINE TABS 25MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
663,PHA179,HYDROCHLOROTHIAZIDE TABS 25MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
664,PHA178,HYDROCHLOROTHIAZIDE TABS 50MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
665,PHA180,HYDROCORTISONE CREAM 15G,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
666,PHA502,HYDROCORTISONE EYE DROPS 0,PHARMACY,,TABS,110,200,INVENTORY - PHARMACY,PHARMACY
667,PHA181,HYDROCORTISONE INJ 100MG,PHARMACY,,TABS,30,100,INVENTORY - PHARMACY,PHARMACY
668,PHA534,HYDROGEN PEROXIDE,PHARMACY,,TABS,323,500,INVENTORY - PHARMACY,PHARMACY
669,PHA182,HYDROXYCHLOROQUINE(HCQS) TABS 200MG,PHARMACY,,TABS,46,65,INVENTORY - PHARMACY,PHARMACY
670,PHA811,HYDROXYUREA CAPS 500MG,PHARMACY,,TABS,39.39,55,INVENTORY - PHARMACY,PHARMACY
671,PHA640,I.CHROMA T3,LAB ITEMS,,TABS,0,11484,ACCOMODATION,PHARMACY
672,PHA644,I.CHROMA CRP,LAB ITEMS,,TABS,340,700,ACCOMODATION,PHARMACY
673,PHA598,I.CHROMA HBA1C 25S,LAB ITEMS,,BOX,493,800,ACCOMODATION,PHARMACY
674,PHA596,I.CHROMA PSA,LAB ITEMS,,BOX,455,700,ACCOMODATION,PHARMACY
675,PHA641,I.CHROMA T4,LAB ITEMS,,TABS,0,11484,ACCOMODATION,PHARMACY
676,PHA505,IBUGESIC [PCM/BRUFEN SYRUP] CASH ONLY],PHARMACY,,TABS,75,120,INVENTORY - PHARMACY,PHARMACY
677,PHA183,IBULAB TABS 325/400 [PARACETAMOL/BRUFEN],PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
678,PHA913,ICE PACK,PHARMACY,,TABS,0,0,INVENTORY - PHARMACY,PHARMACY
679,PHA642,ICHROMA TSH,LAB ITEMS,,TABS,0,11484,ACCOMODATION,PHARMACY
680,PHA567,IDENTITY ARM BAND- PAED,PHARMACY,,TABS,5,100,INVENTORY - PHARMACY,PHARMACY
681,PHA184,IFAS(FERROUS+FOLIC)TABS 200/0.25MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
682,PHA726,IGEL SIZE 2.5,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
683,PHA727,IGEL SIZE 3,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
684,PHA728,IGEL SIZE 4,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
685,PHA729,IGEL SIZE 5,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
686,PHA725,IGEL SIZE2,PHARMACY,,TABS,0,4800,INVENTORY - PHARMACY,PHARMACY
687,8015,IN PATIENT FILES,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
688,PHA332,INDOMETHACIN CAPS .25MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
689,PHA953,INFANT NASAL CANNULA,PHARMACY,,TABS,180,250,INVENTORY - PHARMACY,PHARMACY
690,PHA363,INOVIT E-200 CAPS 0,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
691,PHA495,INSULIN SOLUBLE PER IU 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
692,PHA344,INSULIN SOLUBLE PER VIAL 0,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
693,PHA498,INSULIN SYRINGE 0,PHARMACY,,TABS,0,20,INVENTORY - PHARMACY,PHARMACY
694,PHA677,ISOFLURANE INHALATION 250 BOTTLE,PHARMACY,,TABS,4165,6000,INVENTORY - PHARMACY,PHARMACY
695,PHA966,IV EXTENSION LINE,PHARMACY,,TABS,450,600,INVENTORY - PHARMACY,PHARMACY
696,PHA185,IVYCROM E/DROPS 15ML,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
697,PHA187,IVYMOICELL DROPS 0.25%,PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
698,PHA466,IVYSINE 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
699,PHA188,IVYSOLONE DROPS 10ML,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
700,PHA1010,JASA [ASCARD],PHARMACY,,PIECES,2.6,5,INVENTORY - PHARMACY,PHARMACY
701,PHA190,JASA TABS 75MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
702,5077,JJJJJJ,CANTEEN & CATERING,,PIECES,19.52,30,PREPAID SERVICE CONTRACTS,
703,PHA979,JOLL RETRACTOR,PHARMACY,,TABS,14500,0,INVENTORY - PHARMACY,PHARMACY
704,KITCHEN031,JUMBO TISSUE,KITCHEN ITEMS,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
705,PHA788,K FILE SIZE 10,PHARMACY,,TABS,1500,1500,INVENTORY - PHARMACY,PHARMACY
706,PHA789,K FILE SIZE 15,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
707,PHA790,K FILE SIZE 20,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
708,PHA791,K FILE SIZE 25,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
709,PHA793,K FILE SIZE 30,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
710,PHA794,K FILE SIZE 35,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
711,PHA795,K FILE SIZE 40,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
712,CANTEEN050,KAHAWA,CANTEEN & CATERING,,ML,0,40,PREPAID SERVICE CONTRACTS,
713,8042,KARTASI BOX FILES,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
714,KITCHEN017,KENSALT,KITCHEN ITEMS,,KGS,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
715,PHA585,KEPPRA 250MG [LEVETIRASETAM],PHARMACY,,TABS,56,80,INVENTORY - PHARMACY,PHARMACY
716,PHA336,KETAMINE HCL INJECTION 50MG/ML 10ML VIAL 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
717,PHA191,KETOCONAZOLE TABS 200MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
718,PHA468,KETOLAC 0,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
719,PHA354,KETOMAR 100ML SUSPENSION 0,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
720,PHA192,KETOPROFEN GEL 15G,PHARMACY,,TABS,0,380,INVENTORY - PHARMACY,PHARMACY
721,PHA661,KETOPROFEN GEL[FASTUM],PHARMACY,,TABS,259,350,INVENTORY - PHARMACY,PHARMACY
722,8,KHAKI BAGS SIZE 1,CANTEEN & CATERING,,PIECES,2.5,5,PREPAID SERVICE CONTRACTS,
723,43,KHAKI BAGS SIZE 1/4,CANTEEN & CATERING,,PIECES,800,0,PREPAID SERVICE CONTRACTS,
724,PHA624,KIDNEY FUNCTION TEST PANEL(10 DISCS),PHARMACY,,TABS,250,9500,INVENTORY - PHARMACY,PHARMACY
725,5060,KISS KIDS DIAPER (SMALL),CANTEEN & CATERING,,PKT,0,20,PREPAID SERVICE CONTRACTS,
726,5061,KISS KIDS DIAPERS ( MEDIUM),CANTEEN & CATERING,,PKT,0,20,PREPAID SERVICE CONTRACTS,
727,5062,KISS KIDS DIAPERS (LARGE),CANTEEN & CATERING,,PKT,0,20,PREPAID SERVICE CONTRACTS,
728,PHA610,KLEENIT PADS,PHARMACY,,TABS,25,0,INVENTORY - PHARMACY,PHARMACY
729,PHA611,KLEENIT SCRUBBERS,PHARMACY,,TABS,60,0,INVENTORY - PHARMACY,PHARMACY
730,PHA615,KNEE BRACE,PHARMACY,,TABS,0,3500,INVENTORY - PHARMACY,PHARMACY
731,PHA136,KNEE SUPPORT,PHARMACY,,TABS,0,700,INVENTORY - PHARMACY,PHARMACY
732,PHA204,KY GEL[LUBRICATING GEL 20G],PHARMACY,,TABS,0,250,INVENTORY - PHARMACY,PHARMACY
733,PHA556,LABELS[ ORAL PREPARATION],PHARMACY,,TABS,117,200,INVENTORY - PHARMACY,PHARMACY
734,PHA1018,LACTOGUT -SB SUCHET,PHARMACY,,PIECES,50,67,INVENTORY - PHARMACY,PHARMACY
735,PHA983,LACTULOSE SUSPENSION 3.4G/5ML 100MLS[ CASH],PHARMACY,,TABS,145,250,INVENTORY - PHARMACY,PHARMACY
736,PHA193,LACTULOSE SUSPENSION 3.4G/5ML 200MLS [CASH],PHARMACY,,TABS,0,350,INVENTORY - PHARMACY,PHARMACY
737,8036,LAMINATION PAPERS,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
738,LAB002,LANCETS/PRICKERS,LAB ITEMS,,PKT,380,0,LABORATORY EQUIPMENT,LABORATORY
739,PHA194,LANSOPRAZOLE CAPS 30MG,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
740,PHA546,LATEX GLOVES,PHARMACY,,TABS,0,30,INVENTORY - PHARMACY,PHARMACY
741,PHA895,LE-SURE KIT]LEVO 500MG/AMOXIGM AND ESO 40MG (CASH),PHARMACY,,TABS,1290,2000,INVENTORY - PHARMACY,PHARMACY
742,PHA839,LECTAL TUBES,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
743,CANTEEN140,LESO / KANGA,CANTEEN & CATERING,,PIECES,85,100,,PHYSIOTHERPHY EQUIPMENT
744,PHA869,LEVOCETIRIZINE 5MG CASH ONLY],PHARMACY,,TABS,5,10,INVENTORY - PHARMACY,PHARMACY
745,PHA870,LEVOCETIRIZINE SYRUP 2.5MG/5ML [ CASH ONLY] 60MLS,PHARMACY,,TABS,90,200,INVENTORY - PHARMACY,PHARMACY
746,PHA195,LEVOFLOXACIN INF. 500MG/100ML,PHARMACY,,TABS,158,250,INVENTORY - PHARMACY,PHARMACY
747,PHA196,LEVOFLOXACIN TABS 500MG[CASH ],PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
748,PHA432,LEVOSALBUTAMOL 1MG/5ML 0,PHARMACY,,TABS,0,170,INVENTORY - PHARMACY,PHARMACY
749,PHA897,LEVOTHYLOXINE 100 MCG[CASH],PHARMACY,,TABS,6,8,INVENTORY - PHARMACY,PHARMACY
750,PHA899,LEVOTHYLOXINE 25 MCG[CASH],PHARMACY,,TABS,4.9,8,INVENTORY - PHARMACY,PHARMACY
751,PHA900,LEVOTHYLOXINE 50 MCG,PHARMACY,,TABS,3.8,6,INVENTORY - PHARMACY,PHARMACY
752,PHA426,LIDOCAIINE AND ADRENALINE 0,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
753,PHA402,LIDOCAINE INJ 2% 30ML 0,PHARMACY,,TABS,0,80,INVENTORY - PHARMACY,PHARMACY
754,PHA510,LINER RED BIG0,PHARMACY,,TABS,0,0,INVENTORY - PHARMACY,PHARMACY
755,PHA745,LINERS SIZE 18X20 [SMALL ] BLACK,PHARMACY,,TABS,14,50,INVENTORY - PHARMACY,PHARMACY
756,PHA747,LINERS SIZE 18X20 [SMALL ] RED,PHARMACY,,TABS,14,50,INVENTORY - PHARMACY,PHARMACY
757,PHA746,LINERS SIZE 18X20 [SMALL ] YELLOW,PHARMACY,,TABS,14,50,INVENTORY - PHARMACY,PHARMACY
758,PHA358,LINERS BLACK BIG SIZE,PHARMACY,,TABS,0,0,INVENTORY - PHARMACY,PHARMACY
759,PHA465,LINERS YELLOW BIG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
760,PHA622,LIPID PANEL(10 DISCS),PHARMACY,,TABS,150,9500,INVENTORY - PHARMACY,PHARMACY
761,PHA376,LIQUID PARAFFIN 5LITS GAL,PHARMACY,,TABS,1016,50,INVENTORY - PHARMACY,PHARMACY
762,PHA851,LIQUID PARAFFIN EAR DROPS,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
763,PHA197,LISINOPRIL(ZESTRIL) TABS 10MG,PHARMACY,,TABS,7.46,10,INVENTORY - PHARMACY,PHARMACY
764,PHA198,LISINOPRIL(ZESTRIL) TABS 5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
765,PHA623,LIVER FUNCTION PANEL (10 DISCS),PHARMACY,,TABS,100,9500,INVENTORY - PHARMACY,PHARMACY
766,PHA1000,LIVOLIN[LIV52],PHARMACY,,TABS,45,60,INVENTORY - PHARMACY,PHARMACY
767,4055,LOLLIPOPS,CANTEEN & CATERING,,PKT,150,250,PREPAID SERVICE CONTRACTS,
768,PHA948,LONG CURVED ARTERIES,PHARMACY,,TABS,650,0,INVENTORY - PHARMACY,PHARMACY
769,8044,LONG TAIL CLIP,STATIONARY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
770,PHA199,LOPERAMIDE CAPS 2MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
771,PHA200,LORATIDINE TABS 10MG,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
772,PHA201,LOSARTAN H TABS 50/12.5MG,PHARMACY,,TABS,1.86,5,INVENTORY - PHARMACY,PHARMACY
773,PHA202,LOSARTAN TABS 50MG,PHARMACY,,TABS,1,5,INVENTORY - PHARMACY,PHARMACY
774,PHA203,LOTEM(BRUFEN+PCM SUSPENSION) 100ML,PHARMACY,,TABS,0,350,INVENTORY - PHARMACY,PHARMACY
775,PHA355,LOVIR EYE OINTMENT 4.5MG EYE DROPS 0,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
776,345019,LOWER ANTENA A2,DENTAL,,PIECES,150,0,COS-DENTAL,DENTAL
777,345020,LOWER POSTERIR A3,DENTAL,,PKT,150,0,COS-DENTAL,DENTAL
778,5053,LUCOZADE 250ML,CANTEEN & CATERING,,PKT,56.5,70,PREPAID SERVICE CONTRACTS,
779,PHA544,LUMBAR SUPPORT,PHARMACY,,TABS,3000,3500,INVENTORY - PHARMACY,PHARMACY
780,PHA535,LYSOL,PHARMACY,,TABS,1022,1000,INVENTORY - PHARMACY,PHARMACY
781,PHA939,M V A KIT,PHARMACY,,TABS,5500,0,INVENTORY - PHARMACY,PHARMACY
782,5087,MACRO CARE DIAPER (MEDIUM),CANTEEN & CATERING,,PKT,0,100,PREPAID SERVICE CONTRACTS,
783,PHA410,MAGNESIUM SULPHATE INJ. 50% 0,PHARMACY,,TABS,165.2,250,INVENTORY - PHARMACY,PHARMACY
784,46,MAISHA BROWN 2KG,CANTEEN & CATERING,,PKT,0,0,COS-CANTEEN,CANTEEN INCOME
785,KITCHEN024,MAISHA MAIZE FLOUR,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
786,KITCHEN022,MAISHAWHEAT FLOOR,KITCHEN ITEMS,,PKT,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
787,13,MAIZE FLOUR (CANTEEN),CANTEEN & CATERING,,PKT,183.33,183.33,PREPAID SERVICE CONTRACTS,
788,LAB031,MALARIA ANTIGEN,LAB ITEMS,,PKT,1500,0,INVENTORY - LABORATORY,LABORATORY
789,PHA513,MALLET FINGER SPLINT,PHARMACY,,TABS,500,500,INVENTORY - PHARMACY,PHARMACY
790,5092,MALLO COOKING FAT (CANTEEN),CANTEEN & CATERING,,10KGS,2400,2400,PREPAID SERVICE CONTRACTS,
791,CANTEEN071,MANGOES,CANTEEN & CATERING,,PIECES,0,20,PREPAID SERVICE CONTRACTS,
792,PHA447,MANNITOL 500ML 0,PHARMACY,,TABS,0,400,INVENTORY - PHARMACY,PHARMACY
793,PHA861,MASKING TAPES,PHARMACY,,TABS,75,150,INVENTORY - PHARMACY,PHARMACY
794,SA001,MASKING TAPE,SATELLITE STORE,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
795,17,MATCHBOX (CANTEEN),CANTEEN & CATERING,,PIECES,30,0,PREPAID SERVICE CONTRACTS,
796,PHA565,MATERNITY PADS,PHARMACY,,TABS,65,150,INVENTORY - PHARMACY,PHARMACY
797,345002,MATRIX BAND,DENTAL,,ROLLS,800,1040,ADMINISTRATIVE EXPENSES,DENTAL
798,53,MATUMBO,CANTEEN & CATERING,,KGS,0,0,COS-CANTEEN,CANTEEN INCOME
799,CANTEEN046,MATUMBO PLAIN,CANTEEN & CATERING,,PIECES,0,50,PREPAID SERVICE CONTRACTS,
800,PHA431,MAXITROL EYE OINTMENT 0,PHARMACY,,TABS,0,500,INVENTORY - PHARMACY,PHARMACY
801,PHA767,MAYO SCISSORS CULVED 17CM,PHARMACY,,TABS,503,0,INVENTORY - PHARMACY,PHARMACY
802,PHA768,MAYO SCISSORS STRAIGHT 17CM,PHARMACY,,TABS,396,0,INVENTORY - PHARMACY,PHARMACY
803,51,MEAT,CANTEEN & CATERING,,KGS,0,0,COS-CANTEEN,CANTEEN INCOME
804,PHA205,MEBENDAZOLE SUSPENSION 100MG/ML,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
805,PHA206,MEBENDAZOLE TABS 100MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
806,CANTEEN131,MEDIUM BASIN,CANTEEN & CATERING,,PIECES,85,100,,
807,LAB022,MEDONIC CONTROL-HIGH,LAB ITEMS,,ML,6960,0,EXPENSES,LABORATORY
808,LAB024,MEDONIC CONTROL-LOW,LAB ITEMS,,ML,6960,0,EXPENSES,LABORATORY
809,LAB023,MEDONIC CONTROL-NORMAL,LAB ITEMS,,ML,6960,0,EXPENSES,LABORATORY
810,PHA609,MEDONIC CONTROLS,LAB ITEMS,,ML,0,6960,EXPENSES,LABORATORY
811,PHA628,MEDONIC DILUENT 20L,LAB ITEMS,,LTS,0,15000,EXPENSES,LABORATORY
812,PHA627,MEDONIC DILUENT 20L (,LAB ITEMS,,TABS,0,19500,ACCOMODATION,PHARMACY
813,PHA626,MEDONIC LYSE 5L,LAB ITEMS,,LTS,0,15900,EXPENSES,LABORATORY
814,PHA625,MEDONIC LYSE 5L (,LAB ITEMS,,TABS,0,17800,ACCOMODATION,PHARMACY
815,PHA688,MEFENAMIC ACID 500MG[PONTAN],PHARMACY,,TABS,8.6,15,INVENTORY - PHARMACY,PHARMACY
816,PHA207,MEFENAMIC ACID CAPS 250MG[PONSTAN],PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
817,PHA438,MELIXOL(FLUPENTHIXOL AND MELITRACEN)0.5MG AND 10MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
818,PHA208,MELOXICAM TABS 15MG,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
819,PHA209,MELOXICAM TABS 7.5MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
820,PHA211,METFORMIN TABS 1G,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
821,PHA212,METFORMIN TABS 500MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
822,PHA210,METFORMIN TABS 850MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
823,PHA213,METHOTREXATE TABS 2.5MG,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
824,PHA214,METHYL DOPA TABS(ALDOMET) 250MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
825,PHA533,METHYLATED SPIRIT[ 100MLS,PHARMACY,,TABS,1000,0,INVENTORY - PHARMACY,PHARMACY
826,PHA215,METOCLOPRAMIDE INJ 10MG/ML (PLASIL),PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
827,PHA216,METOCLOPRAMIDE TABS 10MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
828,PHA222,METRONIDAZOLE-DILOXANIDE FUROATE TABS 250MG/200MG CASH ONLY,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
829,PHA217,METRONIDAZOLE INFUSION. 500MG/100ML,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
830,PHA218,METRONIDAZOLE SUSPENSION 200MG/5ML,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
831,PHA219,METRONIDAZOLE TABS 200MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
832,PHA220,METRONIDAZOLE TABS 400MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
833,PHA221,METRONIDAZOLE/DILOXANIDE FUROATE SUSP 200MG/250MG/5MLCASH ],PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
834,PHA1003,MICONAZOLE ORAL GEL 2% W/V,PHARMACY,,TABS,347,465,INVENTORY - PHARMACY,PHARMACY
835,PHA223,MICROENEMA 20ML CASH ONLY,PHARMACY,,TABS,0,300,INVENTORY - PHARMACY,PHARMACY
836,PHA719,MIDAZOLAM INJ,PHARMACY,,TABS,126.2,200,INVENTORY - PHARMACY,PHARMACY
837,55,MINCED MEAT,CANTEEN & CATERING,,KGS,0,0,COS-CANTEEN,CANTEEN INCOME
838,PHA586,MISOPROSTOL 200MCG [CYTOTEC],PHARMACY,,TABS,15,20,INVENTORY - PHARMACY,PHARMACY
839,CANTEEN065,MIXED RICE & GITHERI STEW,CANTEEN & CATERING,,PLATE,0,100,PREPAID SERVICE CONTRACTS,
840,PHA224,MIXTARD 30 INSULIN PER IU,PHARMACY,,TABS,0,15,INVENTORY - PHARMACY,PHARMACY
841,PHA392,MIXTARD 30 INSULIN PER VIAL 0,PHARMACY,,TABS,415,555,INVENTORY - PHARMACY,PHARMACY
842,PHA666,MOMATE NASAL SPRAY [CASH],PHARMACY,,TABS,750,1000,INVENTORY - PHARMACY,PHARMACY
843,PHA415,MONTALLERGY 5/10 MG 0,PHARMACY,,TABS,0,70,INVENTORY - PHARMACY,PHARMACY
844,PHA421,MONTECOR PLUS 10/5MG 0,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
845,PHA400,MONTEL DT 4/2.5MG 0[CASH ONLY],PHARMACY,,TABS,30,40,INVENTORY - PHARMACY,PHARMACY
846,PHA225,MONTEL TABS 10MG/5MG[ CASH ONLY],PHARMACY,,TABS,28,45,INVENTORY - PHARMACY,PHARMACY
847,PHA226,MONTELUKAST TABS 10MG,PHARMACY,,TABS,0,50,INVENTORY - PHARMACY,PHARMACY
848,LAUNDRY001,MOPS,LAUNDRY,,PIECES,0,0,ADMINISTRATIVE EXPENSES,NON-OPERATING REVENUE
849,PHA681,MORPHINE SULPHATE INJ 10 MG/IML,PHARMACY,,TABS,78.6,200,INVENTORY - PHARMACY,PHARMACY
850,PHA945,MOSQUITO ARTERIES,PHARMACY,,TABS,650,0,INVENTORY - PHARMACY,PHARMACY
851,PHA765,MOSQUITO NET,PHARMACY,,TABS,0,350,INVENTORY - PHARMACY,PHARMACY
852,CANTEEN171,MOUNT KENYA 500ML MILK,CANTEEN & CATERING,,CARTONS,620,780,PREPAID SERVICE CONTRACTS,
853,PHA427,MTZ/CLOTR/LACTIC [INFA-V] 0,PHARMACY,,TABS,0,70,INVENTORY - PHARMACY,PHARMACY
854,PHA371,MUCOSOLRAN LIQUID 15MG/5ML/100ML 0,PHARMACY,,TABS,0,150,INVENTORY - PHARMACY,PHARMACY
855,PHA407,MUCOSPEL SYRUP (BROMHEXINE 4MG/5ML) 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
856,PHA227,MULTI-VITAMIN SYRUP 100ML,PHARMACY,,TABS,41,60,INVENTORY - PHARMACY,PHARMACY
857,PHA228,MULTI-VITAMIN TABS 50MG,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
858,PHA419,MYOCOR [CHLORZ/PCM]250/325MG 0,PHARMACY,,TABS,0,10,INVENTORY - PHARMACY,PHARMACY
859,PHA458,MYOFLAX GEL 0,PHARMACY,,TABS,0,200,INVENTORY - PHARMACY,PHARMACY
860,PHA932,MYONAC M.[PCM325+ACECLOFENAC 100MG] CASH],PHARMACY,,TABS,15.53,25,INVENTORY - PHARMACY,PHARMACY
861,PHA229,MYOSPAZ TABS 200/250MG,PHARMACY,,TABS,0,25,INVENTORY - PHARMACY,PHARMACY
862,PHA757,N 95 MASKS,PHARMACY,,TABS,0,280,INVENTORY - PHARMACY,PHARMACY
863,PHA950,N.G.TUBE SEZE 18,PHARMACY,,TABS,17,100,INVENTORY - PHARMACY,PHARMACY
864,PHA874,N.G.TUBES SIZE 16,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
865,PHA672,NALOXONE INJECTION,PHARMACY,,TABS,38.07,100,INVENTORY - PHARMACY,PHARMACY
866,PHA435,NAPA EXTRA(PCM AND CAFFEINE) 500MG AND 65 MG 0,PHARMACY,,TABS,0,5,INVENTORY - PHARMACY,PHARMACY
867,CANTEEN048,NAPPY UNDERWEAR LINER,CANTEEN & CATERING,,,0,40,PREPAID SERVICE CONTRACTS,
868,PHA506,NASAL GASTRIC TUBE[N G T] SIZE 8,PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
869,PHA552,NASAL PRONGS [ADULT],PHARMACY,,TABS,0,100,INVENTORY - PHARMACY,PHARMACY
870,PHA454,NASAL PRONGS[OXYGEN] INFANT,PHARMACY,,TABS,31,100,INVENTORY - PHARMACY,PHARMACY
871,PHA602,NASAL PRONGS[OXYGEN] PAEDIATRICK,PHARMACY,,TABS,32,100,INVENTORY - PHARMACY,PHARMACY
872,PHA446,NAT-B 0,PHARMACY,,TABS,0,35,INVENTORY - PHARMACY,PHARMACY
873,PHA372,NATRILIX SR 1.5MG 0,PHARMACY,,TABS,0,40,INVENTORY - PHARMACY,PHARMACY
874,PHA508,NEBILET PLUS [NEBIVILOL/HCTZ ] TABS5/12.5MG,PHARMACY,,TABS,0,60,INVENTORY - PHARMACY,PHARMACY
875,PHA915,NEBULIZATION MASK [PAEDIATRIC],PHARMACY,,TABS,97,200,INVENTORY - PHARMACY,PHARMACY
876,PHA884,NEBULIZATION MASK [ADULT],PHARMACY,,TABS,99,200,INVENTORY - PHARMACY,PHARMACY
877,PHA776,NECK COLLAR (HARD),PHARMACY,,TABS,1000,2000,INVENTORY - PHARMACY,PHARMACY
